Customer_Id,Gender,Age,Married,State,Number_of_referrals,Tenure in months,Value deal,Phone service,Multiple_lines,Internet service,Internet type,Online security,Online backup,Device protection plan,Premium support,Streaming TV,Streaming movies,Streaming music,Unlimited data,Contract,Paperless billing,Payment method,Monthly charge,Total charges,Total refunds,Total extra data charges,Total long distance charges,Total revenue,Customer status,Churn category,Churn reason
CUSTJ0124,Female,29,No,Illinois,4,28,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,69.14,7863.54,155.04,68.32,152.72,7929.54,Joined,,
CUSTJ0125,Male,34,No,Texas,5,28,No,No,No phone service,Yes,DSL,Yes,No,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card,69.63,5428.17,84.41,28.64,182.11,5554.51,Joined,,
CUSTJ0126,Female,61,Yes,Illinois,1,48,No,Yes,No,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,No,Yes,Two year,No,Bank transfer,41.97,3246.78,86.61,80.33,243.96,3484.46,Joined,,
CUSTJ0127,Male,23,Yes,Texas,5,10,No,No,No,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,91.9,8202.4,185.39,4.88,120.49,8142.38,Joined,,
CUSTJ0128,Female,37,No,New York,0,6,Yes,No,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,No,No,Two year,No,Bank transfer,25.55,7114.55,122.83,32.18,272.19,7296.09,Joined,,
CUSTJ0129,Male,78,Yes,Texas,3,4,Yes,Yes,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,No,Yes,One year,No,Credit card,96.02,7905.79,156.45,107.23,136.28,7992.85,Joined,,
CUSTJ0130,Female,74,No,California,2,48,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,109.78,7950.07,140.46,128.1,233.43,8171.14,Joined,,
CUSTJ0131,Male,70,Yes,New York,0,70,No,No,No,Yes,Cable,Yes,Yes,No,Yes,Yes,No,No,No,One year,No,Credit card,76.73,7072.11,68.02,43.19,56.5,7103.78,Joined,,
CUSTJ0132,Male,24,No,Florida,0,23,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Yes,Yes,Two year,No,Mailed check,112.27,8291.23,171.81,27.42,190.58,8337.42,Joined,,
CUSTJ0133,Female,39,Yes,California,5,48,No,No,Yes,Yes,Cable,No,Yes,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card,38.12,1452.12,45.57,32.92,163.12,1602.59,Joined,,
CUSTJ0134,Male,49,No,Texas,5,67,No,No,No,Yes,Cable,No,No,No,No,No,No,Yes,No,Two year,No,Bank transfer,65.42,5779.72,110.93,79.71,186.3,5934.8,Joined,,
CUSTJ0135,Male,62,Yes,Illinois,1,52,No,No,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,32.04,6662.04,140.97,143.17,165.71,6829.95,Joined,,
CUSTJ0136,Male,77,Yes,Texas,0,33,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card,72.71,2180.63,57.02,41.17,235.96,2400.74,Joined,,
CUSTJ0137,Female,57,No,California,3,61,No,No,No phone service,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card,59.15,5509.63,63.42,107.4,170.29,5723.9,Joined,,
CUSTJ0138,Female,27,Yes,Florida,5,61,Yes,Yes,No,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,58.39,4786.74,149.41,142.05,107.1,4886.48,Joined,,
CUSTJ0139,Female,33,Yes,New York,1,21,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,111.46,5837.68,137.61,39.8,10.75,5750.62,Joined,,
CUSTJ0140,Female,76,Yes,Texas,1,35,No,Yes,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,57.76,245.19,151.81,14.22,187.1,294.7,Joined,,
CUSTJ0141,Male,58,Yes,New York,2,32,Yes,Yes,No phone service,Yes,No,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,53.51,5301.27,127.43,61.93,167.38,5403.15,Joined,,
CUSTJ0142,Male,58,Yes,Florida,1,29,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,72.31,2737.75,124.67,0.88,181.66,2795.62,Joined,,
CUSTJ0143,Male,65,No,Florida,2,65,No,No,No phone service,No,DSL,Yes,Yes,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,42.44,5608.21,122.42,75.51,25.93,5587.23,Joined,,
CUSTJ0144,Female,74,Yes,Illinois,0,5,Yes,No,No phone service,No,Cable,No,Yes,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,108.6,2854.76,155.35,3.6,297.44,3000.45,Joined,,
CUSTJ0145,Female,68,No,Illinois,1,15,No,No,No,No,Cable,No,Yes,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card,47.27,7209.69,57.97,93.01,96.41,7341.14,Joined,,
CUSTJ0146,Female,78,Yes,New York,1,9,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Two year,No,Electronic check,103.19,6989.55,149.14,36.18,41.57,6918.16,Joined,,
CUSTJ0147,Female,78,No,New York,4,11,No,No,No phone service,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,No,No,Two year,No,Mailed check,21.47,1319.04,12.65,30.19,162.7,1499.28,Joined,,
CUSTJ0148,Female,58,Yes,Florida,5,8,No,No,No phone service,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer,22.12,2878.09,162.9,95.05,82.83,2893.07,Joined,,
CUSTJ0149,Male,63,Yes,Florida,1,40,No,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,100.79,4978.83,184.03,40.95,12.41,4848.16,Joined,,
CUSTJ0150,Male,60,Yes,California,2,44,No,Yes,No phone service,Yes,DSL,Yes,Yes,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer,31.5,7771.95,8.01,139.95,46.07,7949.96,Joined,,
CUSTJ0151,Female,35,Yes,Illinois,0,60,Yes,Yes,No phone service,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,80.3,1645.94,195.25,0.96,70.12,1521.77,Joined,,
CUSTJ0152,Female,41,No,California,4,7,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,79.42,7712.53,100.54,123.25,127.44,7862.68,Joined,,
CUSTJ0153,Male,70,No,Illinois,4,25,Yes,No,No phone service,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,89.29,3395.34,87.8,130.45,139.48,3577.47,Joined,,
CUSTJ0154,Female,59,No,Illinois,2,53,Yes,Yes,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,No,No,Two year,No,Credit card,110.62,3665.01,151.38,47.06,265.93,3826.62,Joined,,
CUSTJ0155,Female,62,Yes,New York,2,55,No,No,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer,115.25,1721.16,16.72,18.47,196.87,1919.78,Joined,,
CUSTJ0156,Male,39,No,Florida,3,55,Yes,No,No,No,Fiber optic,No,No,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card,68.4,846.62,54.43,109.86,263.27,1165.32,Joined,,
CUSTJ0157,Female,19,Yes,California,4,3,No,Yes,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer,103.31,101.11,175.31,53.97,156.83,136.6,Joined,,
CUSTJ0158,Male,49,Yes,Illinois,0,60,No,Yes,Yes,Yes,Cable,No,No,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,32.3,8241.68,158.39,140.0,77.7,8300.99,Joined,,
CUSTJ0159,Female,72,No,California,1,49,Yes,No,No,No,Fiber optic,Yes,No,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer,47.13,7105.85,72.28,82.48,280.55,7396.6,Joined,,
CUSTJ0160,Female,26,Yes,California,5,44,Yes,Yes,No,Yes,Cable,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,95.38,2020.02,49.41,131.53,150.59,2252.73,Joined,,
CUSTJ0161,Male,70,Yes,Texas,4,29,No,No,No phone service,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,51.44,1137.06,63.03,144.83,205.9,1424.76,Joined,,
CUSTJ0162,Male,63,No,Illinois,0,56,Yes,Yes,Yes,Yes,Cable,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,71.01,7554.15,41.42,89.9,5.96,7608.59,Joined,,
CUSTJ0163,Male,60,Yes,New York,1,28,No,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,52.25,7270.13,7.92,11.82,47.3,7321.33,Joined,,
CUSTJ0164,Male,68,Yes,Florida,4,23,Yes,Yes,No phone service,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer,68.84,4089.37,30.0,96.14,278.18,4433.69,Joined,,
CUSTJ0165,Female,52,No,New York,4,27,No,No,No phone service,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card,35.82,8360.81,95.98,77.99,256.52,8599.34,Joined,,
CUSTJ0166,Male,71,Yes,Texas,3,72,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,66.12,6434.96,61.53,39.52,252.92,6665.87,Joined,,
CUSTJ0167,Male,23,No,California,0,45,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,99.35,6148.85,190.12,11.55,241.41,6211.69,Joined,,
CUSTJ0168,Female,41,Yes,New York,0,21,No,Yes,No,Yes,Fiber optic,No,No,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,74.21,2401.75,48.79,96.71,181.52,2631.19,Joined,,
CUSTJ0169,Male,28,No,Illinois,0,40,No,No,No,No,Cable,Yes,Yes,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,57.97,5506.72,25.69,80.62,201.76,5763.41,Joined,,
CUSTJ0170,Male,57,Yes,Illinois,0,47,Yes,Yes,Yes,Yes,Cable,Yes,No,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,55.19,7664.5,122.85,58.71,108.27,7708.63,Joined,,
CUSTJ0171,Male,57,No,Texas,2,8,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,56.77,2252.45,69.34,39.12,250.77,2473.0,Joined,,
CUSTJ0172,Female,41,Yes,Texas,1,8,No,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card,87.01,7958.61,58.98,17.88,204.12,8121.63,Joined,,
CUSTJ0173,Female,76,No,New York,3,67,Yes,No,Yes,No,Cable,Yes,No,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer,105.83,6351.64,177.83,23.42,228.2,6425.43,Joined,,
CUSTJ0174,Female,71,No,Illinois,3,54,Yes,No,No,No,Cable,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,67.02,1822.44,84.08,79.14,70.37,1887.87,Joined,,
CUSTJ0175,Female,67,Yes,Illinois,5,53,No,Yes,No phone service,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer,46.77,4519.01,12.22,87.43,36.86,4631.08,Joined,,
CUSTJ0176,Male,43,Yes,Illinois,3,28,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer,104.37,355.02,170.31,32.33,109.54,326.58,Joined,,
CUSTJ0177,Male,48,No,Texas,1,16,Yes,No,Yes,Yes,Cable,No,Yes,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,106.25,1129.6,58.07,15.58,65.91,1153.02,Joined,,
CUSTJ0178,Female,62,No,Florida,4,6,Yes,Yes,No,No,DSL,Yes,No,Yes,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,32.01,7390.5,33.44,32.74,223.72,7613.52,Joined,,
CUSTJ0179,Male,38,No,Illinois,3,56,No,Yes,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,No,No,Two year,No,Credit card,49.67,3087.76,127.08,24.11,176.63,3161.42,Joined,,
CUSTJ0180,Male,78,Yes,Illinois,3,31,Yes,Yes,No phone service,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card,52.87,4879.18,102.98,0.4,11.93,4788.53,Joined,,
CUSTJ0181,Male,67,Yes,Illinois,5,62,No,No,No,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer,25.92,3663.28,67.8,84.49,188.24,3868.21,Joined,,
CUSTJ0182,Female,24,No,California,2,70,No,Yes,No,No,Cable,No,No,No,No,Yes,No,No,No,One year,Yes,Mailed check,75.87,7998.34,133.66,50.27,140.38,8055.33,Joined,,
CUSTJ0183,Male,76,No,New York,0,51,No,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,No,Yes,Two year,Yes,Credit card,84.33,4664.07,69.87,116.95,49.87,4761.02,Joined,,
CUSTJ0184,Female,64,Yes,Texas,5,35,Yes,No,No phone service,Yes,DSL,No,Yes,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer,92.26,3130.93,140.47,28.1,61.83,3080.39,Joined,,
CUSTJ0185,Female,79,No,California,1,72,Yes,Yes,No phone service,No,DSL,Yes,No,No,Yes,No,No,Yes,No,Two year,No,Mailed check,101.4,6484.38,89.45,91.57,61.15,6547.65,Joined,,
CUSTJ0186,Female,29,Yes,Florida,5,61,No,Yes,No phone service,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,110.99,7398.9,17.99,83.79,94.53,7559.23,Joined,,
CUSTJ0187,Female,77,No,Texas,5,39,Yes,Yes,No phone service,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,83.62,8180.99,117.55,4.22,223.19,8290.85,Joined,,
CUSTJ0188,Male,47,No,Illinois,5,66,No,Yes,No phone service,No,Cable,Yes,Yes,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card,98.93,4741.63,87.21,21.69,27.54,4703.65,Joined,,
CUSTJ0189,Male,29,No,California,5,29,No,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card,25.58,2816.23,177.43,0.39,216.85,2856.04,Joined,,
CUSTJ0190,Male,48,Yes,New York,0,64,No,No,No phone service,No,Fiber optic,No,Yes,No,Yes,No,Yes,No,No,Two year,No,Mailed check,119.79,413.47,160.02,29.19,76.43,359.07,Joined,,
CUSTJ0191,Female,47,No,Florida,5,45,No,No,No phone service,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card,112.96,2760.4,133.35,82.17,77.17,2786.39,Joined,,
CUSTJ0192,Male,52,No,New York,3,11,No,No,Yes,Yes,DSL,No,No,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer,53.51,2720.75,185.16,3.68,268.93,2808.2,Joined,,
CUSTJ0193,Male,73,No,Florida,0,62,No,Yes,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,No,Yes,One year,No,Bank transfer,71.12,3145.05,43.74,51.98,272.64,3425.93,Joined,,
CUSTJ0194,Female,23,Yes,California,0,8,Yes,No,No phone service,Yes,Cable,No,No,No,No,Yes,No,No,Yes,One year,No,Credit card,103.93,2655.18,120.62,110.58,264.87,2910.01,Joined,,
CUSTJ0195,Male,22,No,Illinois,4,10,Yes,Yes,No phone service,No,Fiber optic,Yes,No,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,111.33,8196.97,81.58,84.82,278.68,8478.89,Joined,,
CUSTJ0196,Female,56,Yes,California,0,65,Yes,No,No,No,DSL,No,Yes,No,No,No,No,No,No,Month-to-month,No,Mailed check,92.05,7188.12,149.4,8.1,151.47,7198.29,Joined,,
CUSTJ0197,Male,35,Yes,Florida,1,52,No,No,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer,72.86,8862.77,131.01,123.43,19.49,8874.68,Joined,,
CUSTJ0198,Male,26,No,California,4,32,Yes,Yes,No,No,Fiber optic,Yes,No,No,No,No,No,Yes,Yes,Two year,No,Credit card,109.39,8220.53,77.29,9.73,61.01,8213.98,Joined,,
CUSTJ0199,Female,64,No,Florida,1,15,Yes,No,Yes,No,Cable,Yes,No,No,No,Yes,Yes,No,No,One year,No,Mailed check,65.81,4389.1,32.82,129.17,7.89,4493.34,Joined,,
CUSTJ0200,Male,18,Yes,Texas,5,15,Yes,Yes,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer,47.58,5677.51,196.22,69.51,103.21,5654.01,Joined,,
CUSTJ0201,Female,32,No,Texas,1,64,Yes,No,No phone service,No,Fiber optic,No,No,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card,119.13,8110.75,19.9,78.77,193.02,8362.64,Joined,,
CUSTJ0202,Male,44,No,New York,1,16,No,No,No,No,Cable,Yes,No,No,No,No,Yes,Yes,No,One year,No,Electronic check,106.34,7590.86,137.71,76.14,135.88,7665.17,Joined,,
CUSTJ0203,Male,43,Yes,Texas,3,70,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Two year,No,Credit card,72.75,6376.29,93.17,44.39,179.6,6507.11,Joined,,
CUSTJ0204,Male,55,Yes,New York,3,29,Yes,No,No phone service,Yes,Cable,No,Yes,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer,118.0,3654.57,103.55,40.54,266.83,3858.39,Joined,,
CUSTJ0205,Female,72,Yes,California,2,9,No,Yes,No,No,Fiber optic,Yes,No,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,83.9,2979.07,50.13,17.41,233.21,3179.56,Joined,,
CUSTJ0206,Female,25,No,New York,2,19,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer,32.64,2761.06,29.65,147.48,283.5,3162.39,Joined,,
CUSTJ0207,Male,48,Yes,New York,4,29,Yes,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card,61.38,1887.78,156.66,97.77,139.11,1968.0,Joined,,
CUSTJ0208,Female,61,Yes,Illinois,2,56,No,No,Yes,No,Cable,No,Yes,No,Yes,No,Yes,No,No,One year,No,Bank transfer,97.92,1330.89,167.15,60.27,280.38,1504.39,Joined,,
CUSTJ0209,Female,60,Yes,Florida,0,22,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,61.38,2971.91,166.62,46.97,40.22,2892.48,Joined,,
CUSTJ0210,Female,22,No,Texas,1,53,Yes,Yes,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,58.33,5401.19,174.08,104.94,15.48,5347.53,Joined,,
CUSTJ0211,Male,25,No,New York,5,64,No,No,Yes,No,Cable,Yes,Yes,No,No,Yes,No,Yes,No,Two year,No,Bank transfer,84.41,4864.22,51.68,52.57,170.93,5036.04,Joined,,
CUSTJ0212,Male,20,No,New York,1,7,Yes,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer,27.76,5402.54,42.08,104.44,100.31,5565.21,Joined,,
CUSTJ0213,Female,71,No,Texas,0,14,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer,91.99,1737.84,52.87,22.94,28.0,1735.91,Joined,,
CUSTJ0214,Female,24,No,California,4,3,No,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,55.92,2266.49,60.62,39.33,27.06,2272.26,Joined,,
CUSTJ0215,Male,59,No,Illinois,0,69,No,No,No phone service,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,No,No,One year,No,Electronic check,92.71,1413.76,192.1,55.72,65.22,1342.6,Joined,,
CUSTJ0216,Male,67,Yes,Florida,4,51,Yes,Yes,No,No,Cable,No,Yes,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card,92.24,4416.98,58.15,44.11,162.6,4565.54,Joined,,
CUSTJ0217,Female,50,No,Illinois,1,66,No,No,No phone service,No,DSL,Yes,No,Yes,No,No,No,Yes,No,Two year,Yes,Credit card,114.02,2194.47,4.82,114.66,35.22,2339.53,Joined,,
CUSTJ0218,Male,50,Yes,Florida,0,14,Yes,No,No,No,DSL,No,Yes,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card,88.64,2547.84,122.77,132.13,292.42,2849.62,Joined,,
CUSTJ0219,Male,68,Yes,New York,5,31,Yes,No,Yes,No,Cable,No,Yes,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,119.67,7434.8,83.47,11.54,226.1,7588.97,Joined,,
CUSTJ0220,Female,57,Yes,Illinois,3,60,Yes,Yes,No phone service,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Two year,No,Electronic check,45.22,164.24,195.24,32.03,34.83,35.86,Joined,,
CUSTJ0221,Female,43,Yes,New York,0,32,No,Yes,No,Yes,DSL,No,No,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card,87.87,8476.0,51.85,33.46,171.57,8629.18,Joined,,
CUSTJ0222,Female,52,Yes,New York,2,57,Yes,Yes,No,No,Fiber optic,No,Yes,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer,117.57,6734.53,90.47,83.86,27.31,6755.23,Joined,,
CUSTJ0223,Female,28,No,Texas,3,28,No,No,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,63.29,7394.87,91.44,52.0,202.32,7557.75,Joined,,
CUSTJ0224,Female,41,No,California,2,2,No,Yes,No,No,DSL,Yes,No,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card,76.7,3587.54,93.74,10.58,67.33,3571.71,Joined,,
CUSTJ0225,Male,42,No,Illinois,5,58,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,116.65,3609.95,76.23,0.94,200.63,3735.29,Joined,,
CUSTJ0226,Male,21,No,Illinois,2,58,Yes,No,No phone service,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card,118.26,1499.27,98.12,1.91,14.3,1417.36,Joined,,
CUSTJ0227,Female,23,Yes,Illinois,0,61,Yes,Yes,Yes,No,Cable,No,No,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer,103.23,6145.76,138.21,53.46,135.01,6196.02,Joined,,
CUSTJ0228,Female,67,No,Texas,1,42,No,Yes,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,23.94,2460.84,128.39,90.14,38.64,2461.23,Joined,,
CUSTJ0229,Female,19,Yes,Florida,3,20,No,No,No phone service,Yes,Cable,No,No,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,43.09,5198.73,89.65,86.23,10.63,5205.94,Joined,,
CUSTJ0230,Male,41,No,Florida,4,64,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Two year,No,Mailed check,41.05,6116.2,41.56,128.53,13.89,6217.06,Joined,,
CUSTJ0231,Male,48,Yes,Texas,0,5,Yes,No,No,Yes,Cable,No,No,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,67.74,8405.04,140.59,126.09,294.97,8685.51,Joined,,
CUSTJ0232,Female,69,No,Florida,4,14,No,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,No,No,Yes,Two year,No,Mailed check,94.33,4149.55,130.7,116.03,283.19,4418.07,Joined,,
CUSTJ0233,Female,29,No,Illinois,5,2,No,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,108.32,6776.92,158.86,146.25,64.94,6829.25,Joined,,
CUSTJ0234,Male,42,No,Florida,5,58,Yes,No,No,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card,29.52,2316.75,97.03,13.59,155.55,2388.86,Joined,,
CUSTJ0235,Female,41,No,Texas,3,12,Yes,Yes,Yes,Yes,Cable,No,Yes,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer,98.29,3522.86,27.06,25.43,259.61,3780.84,Joined,,
CUSTJ0236,Male,51,No,Florida,2,59,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card,22.01,2720.28,163.95,6.46,128.11,2690.9,Joined,,
CUSTJ0237,Female,40,Yes,New York,3,7,No,Yes,No,Yes,Fiber optic,No,Yes,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer,61.14,3008.77,43.61,38.61,178.13,3181.9,Joined,,
CUSTJ0238,Female,36,No,Florida,5,34,Yes,No,No phone service,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,79.5,2404.97,85.1,64.16,159.13,2543.16,Joined,,
CUSTJ0239,Male,79,Yes,Illinois,3,11,No,No,No,No,Cable,Yes,No,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,112.68,7380.07,6.27,36.63,193.56,7603.99,Joined,,
CUSTJ0240,Male,24,Yes,California,2,48,No,No,Yes,No,DSL,No,Yes,Yes,Yes,No,No,No,No,One year,Yes,Credit card,105.88,4780.21,33.27,42.43,28.07,4817.44,Joined,,
CUSTJ0241,Female,63,Yes,New York,2,31,No,No,No phone service,Yes,Fiber optic,No,No,No,No,No,No,Yes,Yes,Two year,Yes,Credit card,119.46,526.45,33.06,8.24,107.91,609.54,Joined,,
CUSTJ0242,Male,22,No,California,0,63,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,36.5,1151.69,12.26,45.6,66.96,1251.99,Joined,,
CUSTJ0243,Female,47,Yes,Florida,0,42,Yes,No,No phone service,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card,55.13,7278.85,172.19,48.92,139.7,7295.28,Joined,,
CUSTJ0244,Male,20,Yes,Illinois,0,6,No,No,No,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,51.38,2644.45,199.98,11.45,202.08,2658.0,Joined,,
CUSTJ0245,Male,34,Yes,Illinois,2,22,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,92.45,5010.51,3.82,52.6,199.78,5259.07,Joined,,
CUSTJ0246,Female,77,No,Texas,2,18,No,No,No phone service,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,43.9,5187.04,49.88,139.5,17.16,5293.82,Joined,,
CUSTJ0247,Female,74,Yes,Texas,3,68,No,Yes,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,97.24,7178.79,162.27,73.51,231.96,7321.99,Joined,,
